topology,seed,dimensions,peaks,hv,gap,set_resolution,n_relevant_sets,n_points_nondominated,xmax,xmin
funnel,16,3,32,0.6496678971344038,3.6812019314380606e-5,16384,10,21772,0.921567945361114,0.0835230889883732
funnel,16,3,64,0.7408753534731912,4.428153766367071e-5,8192,9,13473,0.8776438762432711,0.22329107915353882
funnel,16,3,128,0.7724999836054047,6.219014062236461e-5,4096,15,9525,0.8776438744101175,0.1462382344191765
funnel,16,5,1,0.053545295621477404,4.090074262767807e-6,65536,1,32768,0.8386360229741548,0.04560195013280627
funnel,16,5,2,0.056550741650312056,3.319704949315827e-6,65536,3,35372,0.9939812460622718,0.04560195013280627
funnel,16,5,4,0.08571989788036269,5.235695687361153e-6,65536,4,40296,0.9939812460622718,0.04560195013280627
funnel,16,5,8,0.33592383713884016,2.8262551428237526e-5,32768,4,20778,0.8518551531958586,0.04560195013280627
funnel,16,5,16,0.35155728698639377,2.6265103875267037e-5,32768,5,27514,0.8898913424658801,0.04560195013280627
funnel,16,5,32,0.5216907018765504,3.611610613540872e-5,16384,8,14155,0.8434605646138768,0.03434306229143689
funnel,16,5,64,0.5977328291666426,5.8718245682043424e-5,16384,5,12326,0.8386360229741548,0.04560195013280627
funnel,16,5,128,0.679366390479399,3.495301039879717e-5,16384,11,17599,0.9422732510034756,0.002114774077029665
funnel,16,10,1,0.049556448344725654,3.5346322802970453e-6,65536,1,32768,0.9410108602458362,0.04560195013280645
funnel,16,10,2,0.058478433838599346,3.410501773368213e-6,65536,3,37067,1.0092849362936644,0.0015161936314905431
funnel,16,10,4,0.18115093057538803,1.1919593198989054e-5,65536,2,34474,0.9837012949503025,0.008948986678616544
funnel,16,10,8,0.22099441589388996,2.0530666597240455e-5,32768,4,22652,0.9646940433274529,0.02691558288169086
funnel,16,10,16,0.227340872087803,2.0243985181522817e-5,32768,5,22589,0.96240342163733,0.033977609983406654
funnel,16,10,32,0.25492085393116026,2.1233583047619575e-5,32768,6,23630,0.954275138553924,-0.0067157114533824645
funnel,16,10,64,0.3642887033082086,3.0412743551200272e-5,32768,9,19694,1.0065651023620226,-0.0068633001895258335
funnel,16,10,128,0.4326847009021178,2.7607975845000965e-5,32768,8,22395,0.9620677416265125,0.017175545485319372
funnel,17,2,1,0.15865355867321035,1.158488414099157e-5,65536,1,32768,0.9204548598824768,0.11253548828874314
funnel,17,2,2,0.29559094460576707,2.7185444119059987e-5,32768,3,23146,0.9204548598824768,0.11253548828874314
funnel,17,2,4,0.4575805406991278,4.4314354515517795e-5,16384,3,12938,0.9204548598824768,0.11253548828874314
funnel,17,2,8,0.7404470764564041,6.0194064095075994e-5,2048,6,3742,0.9204548598824768,0.06313601495910898
funnel,17,2,16,0.8088924666082762,7.281925216862106e-5,4096,7,5710,0.9204548598824768,0.040365351961236196
funnel,17,2,32,0.8382190723529808,4.607772806275445e-5,4096,11,10016,0.9204548598824768,0.040365351961236196
funnel,17,2,64,0.8811319775560273,4.7713201873245126e-5,2048,15,5459,0.9355523959150768,0.06544772241406735
funnel,17,2,128,0.9023185913615759,5.2275243937804916e-5,1024,21,4545,0.9204548598824768,0.11253548828874314
funnel,17,3,1,0.2955120972439503,1.673244775263205e-5,65536,1,32768,0.9204548598824768,0.09534743488544953
funnel,17,3,2,0.2981871032833811,1.5838122888134354e-5,65536,2,35797,0.9204548598824768,0.09534743488544953
funnel,17,3,4,0.6721536024870703,4.8223676732184195e-5,16384,3,9985,0.9204548598824768,0.10971937522099841
funnel,17,3,8,0.5561684392541757,4.403195693858386e-5,8192,6,8477,0.9204548598824768,0.11253548828874314
funnel,17,3,16,0.7809798173162216,5.6626431079953576e-5,8192,7,7554,0.9204548598824768,0.04631450810447714
funnel,17,3,32,0.8662859093881208,7.348384101435457e-5,4096,8,4068,0.9222186285822654,0.11253548828874314
funnel,17,3,64,0.9267834401751789,7.223036316250653e-5,2048,5,3026,0.9204548598824768,0.11253548828874314
funnel,17,3,128,0.920253166615518,5.4066770307281686e-5,2048,13,4246,0.9204548598824768,0.10513609593882889
funnel,17,5,1,0.09168279064928533,7.95331600481064e-6,65536,1,32768,0.9612323421853354,0.06790035819129153
funnel,17,5,2,0.10485605057092738,9.316170358084075e-6,32768,2,19192,0.9612323414787302,0.06790035819129153
funnel,17,5,4,0.1054626761284459,6.079379078344216e-6,65536,4,40179,0.9204548598824767,0.06790035819129153
funnel,17,5,8,0.27757532682076486,2.370714158700382e-5,32768,6,25639,0.9906578727654944,0.014987184847802948
funnel,17,5,16,0.4860607209442663,2.5118823079761654e-5,16384,4,15747,0.9839020402574122,0.014987184847802948
funnel,17,5,32,0.6345531468816324,4.980804165721775e-5,8192,7,8661,0.9700246718512694,0.0033304492096711638
funnel,17,5,64,0.7315525366139419,4.464364239065155e-5,16384,6,12369,0.996294356420762,-0.009662541295296426
funnel,17,5,128,0.8160987920763348,6.254935529292904e-5,8192,4,7408,0.9500434313443374,0.06785828601094263
funnel,17,10,1,0.0881793353578057,8.552795231875354e-6,65536,1,32768,0.9204548598824767,0.039062916188866786
funnel,17,10,2,0.0881793353578057,8.552795231875354e-6,65536,1,32768,0.9204548598824767,0.039062916188866786
funnel,17,10,4,0.10628306422978237,9.354037643100055e-6,65536,2,33107,0.9204548598824767,0.039062916188866786
funnel,17,10,8,0.13826923269894698,8.677354354752476e-6,65536,7,38172,0.9292088310821739,0.02331535159415003
funnel,17,10,16,0.16737007221741448,1.665210117235416e-5,32768,8,20449,1.0077962348921015,0.039062916188866786
funnel,17,10,32,0.2540132116041698,1.3580747361796597e-5,65536,7,43149,0.9488786904060107,0.039062916188866786
funnel,17,10,64,0.2934075788727629,1.766448809270571e-5,65536,10,32276,0.9710615477780793,0.039062916188866786
funnel,17,10,128,0.31355616590974866,3.06680037546192e-5,32768,13,20944,0.9710615477780793,-0.0010675427104954135
funnel,18,2,1,0.14388405419375283,8.365397888177029e-6,65536,1,32768,0.9449026807189822,0.08096749377721191
funnel,18,2,2,0.17658324549639615,1.6345886220681116e-5,32768,2,17226,0.9449026807189822,0.08066562371702225
funnel,18,2,4,0.2577685646657206,2.1212548188653813e-5,32768,3,20368,0.9449026807189822,0.08096749377721191
funnel,18,2,8,0.26197607529463796,2.4732000289851008e-5,32768,5,19460,0.9449026807189822,0.06575124370345693
funnel,18,2,16,0.3875050952067842,3.506023936800107e-5,16384,11,18539,0.9449026807189822,0.06575124370345693
funnel,18,2,32,0.6189989117899821,4.690816694052913e-5,8192,12,15716,0.9449026807189822,0.06575124370345693
funnel,18,2,64,0.665242639192574,3.5758653311068755e-5,8192,24,17556,0.9449026807189822,0.07891138583794478
funnel,18,2,128,0.7563080177973643,5.473877930528559e-5,2048,22,8491,0.9449026807189822,0.08096749377721191
funnel,18,3,1,0.09785939397021642,6.715065984652657e-6,65536,1,32768,0.9449026807189822,0.08096749377721199
funnel,18,3,2,0.23279509965082593,1.2156167146198937e-5,65536,2,36016,0.9449026807189822,0.08096749377721199
funnel,18,3,4,0.32386525302267793,2.6021459949010506e-5,32768,3,21438,0.9547019807442917,0.08096749377721199
funnel,18,3,8,0.34233613695080645,3.302509368341422e-5,16384,7,17002,0.9817790141938717,0.08096749377721199
funnel,18,3,16,0.5021488558159357,4.677268101271892e-5,8192,9,9359,0.9816913182625677,0.08096749377721199
funnel,18,3,32,0.622585403000802,5.5235292002020486e-5,8192,7,8980,0.9811174463246092,0.08096749377721199
funnel,18,3,64,0.7807705272325461,7.705100646659968e-5,4096,9,7591,0.9698888853614501,0.08096749377721199
funnel,18,3,128,0.8118695861696504,5.606007958536274e-5,4096,16,9062,0.9719321429017603,0.08096749377721199
funnel,18,5,1,0.09752438151901462,8.25353812916596e-6,65536,1,32768,0.9493877469319278,0.08096749377721196
funnel,18,5,2,0.10269471744259859,7.568242552435933e-6,65536,2,34343,0.9493877469319278,0.06861481613782072
funnel,18,5,4,0.10948898158907165,6.410788893893016e-6,65536,5,35744,0.9512709609029292,0.07086119748189594
funnel,18,5,8,0.1478898540841369,1.3560910499532675e-5,32768,8,20465,0.9881000126314159,0.074182586226755
funnel,18,5,16,0.3348281669113683,2.8772873960747347e-5,32768,7,19883,0.9563750807377748,0.08096749377721196
funnel,18,5,32,0.4339966332906789,3.828242367986956e-5,16384,9,13796,0.9563750807377748,0.08096749377721196
funnel,18,5,64,0.5847953021056677,3.923592833787737e-5,16384,14,17015,0.9852157848572416,-0.002115734324488635
funnel,18,5,128,0.6382292207051337,6.217093629223847e-5,8192,12,9906,0.9800814990715618,8.530813636066868e-4
funnel,18,10,1,0.04924883959693243,4.40331226755214e-6,65536,1,32768,0.9878954482759627,0.028305925272498485
funnel,18,10,2,0.14359154992525644,1.0437946557112499e-5,65536,2,34884,0.9878954482759627,0.028305925272498485
funnel,18,10,4,0.14382665915449783,1.0491912938143111e-5,65536,3,35260,0.9878954482759627,0.028305925272498485
funnel,18,10,8,0.1452949320745062,1.0852403889843876e-5,65536,4,36378,0.9878954482759627,0.02253266645419298
funnel,18,10,16,0.1637771587083255,1.625357101930902e-5,32768,7,20854,0.9932405193232812,-0.0020920991470112075
funnel,18,10,32,0.2798735139935554,2.4179597823081878e-5,32768,9,18415,1.0036548873370401,0.028305925272498485
funnel,18,10,64,0.2859490196481994,2.1584118853168466e-5,32768,8,22095,1.012650629835402,0.027802209526596372
funnel,18,10,128,0.43119006592040177,3.310260589473035e-5,32768,10,24316,0.9878954482759627,0.0021607539089411724
funnel,19,2,1,0.09784864557565459,5.807696193876888e-6,65536,1,32768,0.7612497166748563,0.07977787631322598
funnel,19,2,2,0.2035187146464483,1.5964810571172938e-5,32768,3,22535,0.7612497166748563,0.044663079852341914
funnel,19,2,4,0.3657872301005567,2.001643442511858e-5,32768,4,24105,0.7612497166748563,0.0975336017494516
funnel,19,2,8,0.4925588167605159,4.355001560862881e-5,8192,7,7834,0.7612497166748563,0.09359701301118932
funnel,19,2,16,0.4490300622929837,2.7983165208134153e-5,16384,9,17521,0.7612497166748563,0.0975336017494516
funnel,19,2,32,0.5427176560565501,4.32273226174118e-5,8192,15,16393,0.7772384263324928,0.0975336017494516
funnel,19,2,64,0.6598633981333821,5.470425029985293e-5,4096,22,12587,0.8772343391273957,0.04951053885235895
funnel,19,2,128,0.7766058216860261,6.124188992995272e-5,512,17,2141,0.7906970261680178,0.021557169289898554
funnel,19,3,1,0.10672794931179852,7.2282223766706455e-6,65536,1,32768,0.7612497166748564,0.005804230880656964
funnel,19,3,2,0.18480930891192526,1.0641913990749874e-5,65536,2,32870,0.7612497166748564,0.005804230880656964
funnel,19,3,4,0.6525551009957284,5.4836150834902675e-5,16384,3,9208,0.7612497166748564,0.005804230880656964
funnel,19,3,8,0.6000234219295857,4.917781791602405e-5,8192,5,6579,0.7983234787039228,0.005804230880656964
funnel,19,3,16,0.6687781657129765,4.076124217111676e-5,16384,6,15722,0.7983234787039228,0.005804230880656964
funnel,19,3,32,0.6490015018355189,3.730466796147969e-5,8192,10,12880,0.7612497166748564,0.005804230880656964
funnel,19,3,64,0.752312958276199,6.465343646033794e-5,4096,11,6375,0.7612497166748564,0.005804230880656964
funnel,19,3,128,0.8210359777529754,4.413563990246505e-5,4096,11,7363,0.7612497166748564,0.005804230880656964
funnel,19,5,1,0.054951800559623315,4.430316101325382e-6,65536,1,32768,0.8612992521632179,0.004372693253101169
funnel,19,5,2,0.056510753317351115,4.01910407341749e-6,65536,2,34513,0.8612992521632179,0.004372693253101169
funnel,19,5,4,0.07306001107729414,5.1024264024895905e-6,65536,3,29469,0.9154796732020929,0.00580423088065697
funnel,19,5,8,0.42322300253433454,2.8055026051132526e-5,16384,5,11768,0.8612992521632179,-6.764604629617041e-4
funnel,19,5,16,0.41889160065190245,2.300447005310069e-5,32768,7,29846,0.9288756979728946,0.0044073838935644065
funnel,19,5,32,0.4767870455650857,4.377316319953417e-5,16384,6,13178,0.9288756979728946,0.0041964018699111386
funnel,19,5,64,0.5562261241555602,2.9341476175392955e-5,16384,9,17731,0.8612992521632179,0.0044073838935644065
funnel,19,5,128,0.6391079049442969,6.383233978612957e-5,8192,11,10188,0.8612992521632179,0.0044073838935644065
funnel,19,10,1,0.03637640338961726,2.8477039098404044e-6,65536,1,32768,0.9827419145442139,0.005804230880656976
funnel,19,10,2,0.06441805675108128,3.8729098072176615e-6,65536,3,34944,0.9827419145442139,-0.014095832128708345
funnel,19,10,4,0.08165003135569074,5.04716342221434e-6,65536,6,30340,0.9827419145442139,0.004592628711984383
funnel,19,10,8,0.1508033592404897,1.0036162179288821e-5,65536,4,35524,0.9827419145442139,0.005804230880656976
funnel,19,10,16,0.14641034187032914,1.2310228894835129e-5,32768,7,23304,0.998275648746044,0.005804230880656976
funnel,19,10,32,0.22047806064342426,2.151579834661077e-5,32768,6,20252,0.9933521265231869,0.005804230880656976
funnel,19,10,64,0.2992431506409432,2.3423152696211424e-5,32768,10,19634,0.9827419145442139,0.0012262823836006766
funnel,19,10,128,0.36973927354596725,2.355194404790595e-5,32768,11,23970,0.9827419145442139,-0.0014338500526978216
funnel,20,2,1,0.09410308733138242,7.0829474020372984e-6,65536,1,32768,0.897713727909418,0.16673131761969695
funnel,20,2,2,0.5305106361378438,3.4434967299268315e-5,32768,2,16904,0.897713727909418,0.16673131761969695
funnel,20,2,4,0.5289094239848033,3.182098053977622e-5,32768,5,18444,0.897713727909418,0.16673131761969695
funnel,20,2,8,0.44993863206344853,3.977821108130941e-5,16384,9,15177,0.897713727909418,0.16673131761969695
funnel,20,2,16,0.6135307871869481,3.119292524011996e-5,16384,11,17671,0.897713727909418,0.16673131761969695
funnel,20,2,32,0.624519060729956,4.926906242042062e-5,8192,14,17350,0.897713727909418,0.16673131761969695
funnel,20,2,64,0.7035718207560924,5.1711101017870575e-5,8192,14,21150,0.897713727909418,0.16673131761969695
funnel,20,2,128,0.70631329343525,6.364948254200531e-5,4096,19,11471,0.897713727909418,0.16673131761969695
funnel,20,3,1,0.026455198402744434,2.4099000003399706e-6,131072,1,65536,0.8977137279094181,0.16673131761969692
funnel,20,3,2,0.7302662750213875,6.37871778668142e-5,8192,2,4512,0.8977137279094181,0.16673131761969692
funnel,20,3,4,0.60688466340908,5.5841510771537095e-5,8192,3,5295,0.8977137279094181,0.16673131761969692
funnel,20,3,8,0.670631464551482,5.946571597137407e-5,8192,4,6113,0.9866819045359712,0.16673131761969692
funnel,20,3,16,0.5800178626679511,3.332269600098137e-5,16384,5,14406,0.9866819045359712,0.16673131761969692
funnel,20,3,32,0.6505271238401036,5.9862564423251996e-5,4096,10,5933,0.9707770512741241,0.14531054445508576
funnel,20,3,64,0.7052714628348755,4.003925735129865e-5,4096,10,7669,0.9329910129522274,0.14531054445508576
funnel,20,3,128,0.7673283608210184,5.0130607653020576e-5,2048,8,4878,0.9721281041385251,0.14531054445508576
funnel,20,5,1,0.048588530776270705,4.121252466571246e-6,65536,1,32768,0.8977137279094176,0.01775834917084692
funnel,20,5,2,0.09305241329416702,6.977082484135866e-6,65536,2,34820,0.9291882050498405,0.024746670475630755
funnel,20,5,4,0.4114043025190248,3.082120355146767e-5,32768,5,21342,0.9121540765742423,0.024746670475630755
funnel,20,5,8,0.44082693409802337,3.303516550190455e-5,32768,5,21200,0.9250772211181191,0.024746670475630755
funnel,20,5,16,0.6539022533353024,4.556108789344204e-5,16384,6,11341,0.9318153442107049,0.024746670475630755
funnel,20,5,32,0.6612826372237877,4.6260663118080636e-5,16384,8,12886,0.9651843095334868,0.005831007735102836
funnel,20,5,64,0.6923929045067495,6.497577046737923e-5,8192,9,7805,0.9482484946979098,0.005831007735102836
funnel,20,5,128,0.753489040018183,4.4951717402264e-5,8192,13,11248,0.996392894156493,0.024746670475630755
funnel,20,10,1,0.060202744652693735,3.287649332432696e-6,65536,1,32768,0.9448025552843689,-0.10867583078940031
funnel,20,10,2,0.06052979376550701,3.2441379289802064e-6,65536,2,32350,0.9448025552843689,-0.10867583078940031
funnel,20,10,4,0.14676876961805824,1.4183456008010076e-5,32768,3,20852,0.9920064510123948,-0.012230487200421468
funnel,20,10,8,0.14873800640545648,7.788102913741657e-6,65536,5,43053,0.9920064510123948,-4.750734424708699e-4
funnel,20,10,16,0.21134170146698983,1.3786950396194042e-5,65536,5,37391,0.9173770774414934,0.006594702794296683
funnel,20,10,32,0.26593747140585233,2.5653538246184215e-5,32768,5,18534,0.968242564018318,0.009037519609094657
funnel,20,10,64,0.3335939257184542,2.6987398620337277e-5,32768,8,21863,0.990738511677615,7.041892662290185e-4
funnel,20,10,128,0.38653203692645993,2.7363018389070515e-5,32768,13,25127,0.9826906319508587,7.041892662290185e-4
random,1,2,1,0.0820987425274873,4.333089598754225e-6,131072,1,65536,0.7203244934421581,0.2650635656075058
random,1,2,2,0.41585000727915955,4.040973519842117e-5,16384,3,10467,0.7203244934421581,0.02311355199205523
random,1,2,4,0.4701412768765257,3.105718887491671e-5,32768,4,23587,0.7203244934421581,0.02311355199205523
random,1,2,8,0.7081327754962901,4.6511035503016274e-5,8192,5,6568,0.9919695462876367,0.20350232109055208
random,1,2,16,0.8375941005963263,6.15617572703453e-5,4096,4,3070,0.7433395019324303,0.14672857490581012
random,1,2,32,0.9287259484670902,7.510634371943326e-5,2048,4,2078,0.9743175377252932,0.2650635656075058
random,1,2,64,0.9700697682554422,6.230089737535582e-5,1024,6,1030,0.9330660309336293,0.23671431105166957
random,1,2,128,0.9743244905532322,6.510375568358207e-5,1024,4,972,0.9368683813090936,0.2642097278310165
random,1,3,1,0.09033995125160486,8.584245649784217e-6,32768,1,16384,0.7203244934421581,1.1437481734489298e-4
random,1,3,2,0.3820490525843212,3.150795722800526e-5,32768,3,17650,0.7203244934421581,1.1437481734489298e-4
random,1,3,4,0.4402645820196528,2.6533766127601055e-5,32768,3,22715,0.8171501909166559,-7.472462810044662e-4
random,1,3,8,0.4402645820196528,2.6533766127601055e-5,32768,3,22715,0.8171501909166559,-7.472462810044662e-4
random,1,3,16,0.744000805213236,5.306856728815035e-5,8192,6,7089,0.9578895301505019,-7.266990945978878e-4
random,1,3,32,0.8191025844955503,4.3698733793284816e-5,8192,8,9530,0.9601780259837772,-7.266990945978878e-4
random,1,3,64,0.8785926327535692,5.649501544169322e-5,4096,11,5461,0.9316793688076951,1.1437481734489298e-4
random,1,3,128,0.9414265011821515,6.371706469932015e-5,2048,9,2903,0.9643692330827027,1.1437481734489298e-4
random,1,5,1,0.20687908944944602,1.046809594715259e-5,65536,1,32768,0.7203244934421583,1.143748173448721e-4
random,1,5,2,0.21761880486390792,2.0513555057111166e-5,32768,3,14695,0.8844968579466151,-0.07309744524221541
random,1,5,4,0.25867731929593407,2.2064990006676055e-5,32768,3,18586,0.9163920551949478,1.143748173448721e-4
random,1,5,8,0.44959904904090525,4.364554969976675e-5,16384,5,12483,0.8737641822947101,1.143748173448721e-4
random,1,5,16,0.4547743978404032,4.349515790624814e-5,16384,6,13179,0.968261575719398,1.143748173448721e-4
random,1,5,32,0.6062556897032323,4.430718825587654e-5,16384,8,13747,0.9639913788413036,1.143748173448721e-4
random,1,5,64,0.7483604233669474,4.2616440148801615e-5,16384,6,12544,0.9896542905577637,1.143748173448721e-4
random,1,5,128,0.8320784698720205,5.281377411325838e-5,8192,8,7184,0.9896491660022793,1.143748173448721e-4
random,1,10,1,0.21299790815680344,1.4824315300421276e-5,65536,1,32768,0.7203244934421581,1.143748173448849e-4
random,1,10,2,0.21299790815680344,1.4824315300421276e-5,65536,1,32768,0.7203244934421581,1.143748173448849e-4
random,1,10,4,0.2171322112077437,1.2076287888462822e-5,65536,2,37766,0.8655438724793703,1.143748173448849e-4
random,1,10,8,0.23812963089619285,2.360855163624498e-5,32768,3,17465,0.9973228504514812,1.143748173448849e-4
random,1,10,16,0.24897201189021134,2.1680315438171727e-5,32768,3,19152,0.8655576738562605,1.143748173448849e-4
random,1,10,32,0.27355840528254183,1.4128275343916474e-5,65536,5,33750,0.8655438724793703,1.143748173448849e-4
random,1,10,64,0.3304744071324968,3.082049539127052e-5,32768,5,17518,0.9028310718309802,1.143748173448849e-4
random,1,10,128,0.4450027087159355,3.119467489043348e-5,32768,9,20268,0.9919695462876359,1.143748173448849e-4
random,2,2,1,0.15588811935347152,1.105466364431651e-5,65536,1,32768,0.4611561827923094,0.025926231827891336
random,2,2,2,0.14228179317817938,9.854586342533667e-6,65536,3,40872,0.46315723547956794,0.025926231827891336
random,2,2,4,0.594726301786651,3.740882458380668e-5,4096,3,3006,0.5456127628137477,0.025220363700892104
random,2,2,8,0.7401908718344197,7.093612471376076e-5,4096,6,4129,0.8539752926394889,0.025926231827891336
random,2,2,16,0.8686924271116575,4.394648722516603e-5,8192,3,8318,0.8851615106273597,0.025926231827891336
random,2,2,32,0.9511835412587459,7.475225619391068e-5,1024,4,929,0.8927326425438693,0.025926231827891336
random,2,2,64,0.9774081377427117,8.251735770881119e-5,512,5,652,0.9422851167249489,0.025926231827891336
random,2,2,128,0.9760404087203413,7.698604637951245e-5,512,9,853,0.883275986936195,0.019090594342634645
random,2,3,1,0.128661869554691,9.58602969650113e-6,65536,1,32768,0.5496624778787091,0.025926231827891343
random,2,3,2,0.5325303601281939,3.8291293940950766e-5,32768,2,18067,0.6192709663506636,0.025926231827891343
random,2,3,4,0.5452637912048512,4.0809622456450256e-5,32768,2,18839,0.6080732517110473,0.025926231827891343
random,2,3,8,0.5562014484472191,3.213186037798188e-5,32768,3,22433,0.8886385107064377,0.025926231827891343
random,2,3,16,0.8511313440721006,6.559563890817799e-5,8192,4,7304,0.8387942259864083,0.025926231827891343
random,2,3,32,0.8572457853279212,5.906209473871549e-5,8192,5,8045,0.8387942259864083,0.025926231827891343
random,2,3,64,0.9132846315850062,8.074627280751923e-5,4096,2,2691,0.5760901109301588,0.025926231827891343
random,2,3,128,0.9800670801101453,8.006139024230308e-5,1024,4,694,0.5856035302211073,0.025926231827891343
random,2,5,1,0.10321141868451437,7.838678852734038e-6,65536,1,32768,0.6027242315765674,0.025926231827891354
random,2,5,2,0.1749945282401207,1.0172475846198514e-5,65536,2,37199,0.617595361027983,0.025926231827891354
random,2,5,4,0.17586143301367962,1.023896755836251e-5,65536,3,37427,0.6309654159172778,0.025926231827891354
random,2,5,8,0.2235057604450156,1.270966223426706e-5,65536,4,39375,0.8984660733010749,0.025926231827891354
random,2,5,16,0.5263707823957458,3.0182178802351523e-5,32768,7,24861,0.9116860734052558,0.025926231827891354
random,2,5,32,0.5452232778994659,4.7603288435449365e-5,16384,10,15629,0.9522731284705902,0.010174807407820466
random,2,5,64,0.6624207506327859,3.6503780622587634e-5,16384,6,14255,0.9787005967139154,0.025926231827891354
random,2,5,128,0.8532740425718655,5.780124859033897e-5,8192,6,6288,0.9870698233858147,0.025926231827891354
random,2,10,1,0.08492806674981368,7.440385403525984e-6,65536,1,32768,0.806732318597649,0.025926231827891326
random,2,10,2,0.08891068107512326,7.339167471157038e-6,65536,2,31443,0.806732318597649,0.025926231827891326
random,2,10,4,0.0958334728712018,7.607883839452767e-6,65536,4,33508,0.9831534453572123,0.025926231827891326
random,2,10,8,0.10085460850468393,6.5520000257224265e-6,65536,5,36529,0.9298068055818345,0.025926231827891326
random,2,10,16,0.274945425092317,2.3236027680229032e-5,32768,5,22375,0.9262309167259306,0.00466352273504991
random,2,10,32,0.31664961459198854,2.2550636825380277e-5,32768,7,26764,0.9262309167259306,0.00466352273504991
random,2,10,64,0.3528804545164375,2.536631156990765e-5,32768,10,24875,0.9791676579749641,0.019386081729847515
random,2,10,128,0.3704475910247518,2.498126225397579e-5,32768,8,24355,0.9965022368933385,0.019386081729847515
random,3,2,1,0.4981574589094137,3.769817200516279e-5,32768,1,16384,0.7081478226181047,0.43593378885993905
random,3,2,2,0.4981574589094137,3.769817200516279e-5,32768,1,16384,0.7081478226181047,0.43593378885993905
random,3,2,4,0.6911780481066044,4.8784827584413826e-5,16384,3,11792,0.7081478226181047,0.05146720330083001
random,3,2,8,0.6911780481066044,4.8784827584413826e-5,16384,3,11792,0.7081478226181047,0.05146720330083001
random,3,2,16,0.7637503100654583,6.216976466444368e-5,8192,7,9316,0.9028341085383982,0.08265790917229991
random,3,2,32,0.955820756328368,8.028106914670374e-5,4096,4,2248,0.7081478226181047,0.3659405848526094
random,3,2,64,0.9598482278692508,6.268659455299641e-5,2048,6,2149,0.9163298848182515,0.29300100010255037
random,3,2,128,0.9788667726046418,7.312057512343095e-5,512,4,505,0.7117480408359317,0.11723063304072369
random,3,3,1,0.46994401661159263,3.630557719352945e-5,32768,1,16384,0.7081478226181049,0.016869993891598267
random,3,3,2,0.46994401661159263,3.630557719352945e-5,32768,1,16384,0.7081478226181049,0.016869993891598267
random,3,3,4,0.6974190671101176,4.470934954103889e-5,8192,2,5710,0.7081478226181049,0.016869993891598267
random,3,3,8,0.7235477390484316,4.729834379357811e-5,8192,5,6851,0.7234986565674734,0.016869993891598267
random,3,3,16,0.7427786556310881,4.21682795054279e-5,8192,8,9049,0.9759954224729342,0.016869993891598267
random,3,3,32,0.883531954122177,4.949097417505932e-5,8192,5,7399,0.9793463071302551,0.016869993891598267
random,3,3,64,0.9115100501810957,6.904956834574705e-5,4096,6,4174,0.8650839060218147,0.016869993891598267
random,3,3,128,0.9663419996570163,7.70234250176971e-5,1024,9,1299,0.9654150046390776,0.014804011229898984
random,3,5,1,0.25558667124824475,1.9679435249775334e-5,65536,1,32768,0.8949781010553474,0.016869993891598132
random,3,5,2,0.25558667124824475,1.9679435249775334e-5,65536,1,32768,0.8949781010553474,0.016869993891598132
random,3,5,4,0.30245024560925143,2.5999823582478765e-5,32768,3,21657,0.8949781010553474,0.016869993891598132
random,3,5,8,0.820058659035601,6.961662695459392e-5,8192,4,4896,0.8949781010553474,0.016869993891598132
random,3,5,16,0.8203918323607545,6.973498085804941e-5,8192,4,4648,0.8949781010553474,0.016869993891598132
random,3,5,32,0.8281903132332089,7.272600922370032e-5,8192,4,4702,0.8949781010553474,0.016869993891598132
random,3,5,64,0.8322078021320354,6.875857151000808e-5,8192,6,5178,0.9465663127547158,0.016869993891598132
random,3,5,128,0.8957669701941164,4.910375201305772e-5,8192,4,6069,0.8949781010553474,0.005411440852202824
random,3,10,1,0.06613871942312101,5.726939765110517e-6,65536,1,32768,0.9289825003318977,0.005955303773386079
random,3,10,2,0.16534573799595864,1.0615473602815229e-5,65536,3,37499,0.9945589540846296,0.005955303773386079
random,3,10,4,0.16829841467225307,1.0812130920800911e-5,65536,4,39366,0.9945589540846296,0.005955303773386079
random,3,10,8,0.18532640715474666,1.141550967695415e-5,65536,4,33245,0.9945589540846296,0.005955303773386079
random,3,10,16,0.19475966977134082,1.1341424241861908e-5,65536,5,35807,1.0114852022343415,0.005955303773386079
random,3,10,32,0.2805349437641583,2.4310139409233766e-5,32768,10,22414,0.9746123023038459,0.005955303773386079
random,3,10,64,0.3121164226859432,2.3664397426459427e-5,32768,9,22937,0.9652281485939156,0.005955303773386079
random,3,10,128,0.38668641725409,2.7577619504670636e-5,32768,10,25447,0.9652281485939156,8.116240190490037e-4
random,4,2,1,0.09125371187730359,5.6637821357202744e-6,65536,1,32768,0.9670298390136767,0.03895163848615812
random,4,2,2,0.33299636648796177,2.2764920694362534e-5,32768,2,19339,0.9670298390136767,0.03895163848615812
random,4,2,4,0.3999393900000843,2.0703636621655086e-5,32768,5,27885,0.983400677175313,0.03895163848615812
random,4,2,8,0.8392848995697696,4.369817090998929e-5,4096,4,3053,0.9670298390136767,0.03895163848615812
random,4,2,16,0.9052875556280262,4.544255661076413e-5,4096,5,3925,0.9674193285691638,0.03895163848615812
random,4,2,32,0.9207483685550172,8.118719978378319e-5,2048,6,2112,0.9670298390136767,0.03895163848615812
random,4,2,64,0.9468823563467159,8.141813220030603e-5,1024,9,1493,0.9670298390136767,0.008986097667554923
